file_name,folder,category
antsimage100.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage103.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage107.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage108.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage10.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage111.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage113.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage114.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage115.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage116.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage118.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage11.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage120.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage12.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage13.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage14.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage15.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage16.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage175.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage176.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage178.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage17.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage183.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage184.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage185.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage186.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage18.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage190.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage191.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage193.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage195.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage197.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage19.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage1.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage202.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage203.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage205.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage208.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage209.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage20.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage212.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage214.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage216.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage219.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage274.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage282.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage283.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage285.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage293.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage294.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage295.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage297.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage299.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage2.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage302.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage305.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage306.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage308.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage309.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage313.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage314.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage315.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage316.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage317.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage319.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage377.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
antsimage379.jpg,/home/eyan/Desktop/bug_bite/web_scraping/useful/ants,ants
